group,gene,gold,gold_label,pred,correct,parsed,pmids,raw
obscure,RUVBL2,A,1,B,0,True,0,"The protein RUVBL2 encodes a subunit of the RUVBL1/RUVBL2 complex, which functions as an ATP-dependent chromatin remodeler and transcriptional coactivator. This complex interacts with key regulators of cell cycle progression (e.g., CDK2, CDK4, CDK6), DNA repair pathways (e.g., BRCA1, BRCA2, MRE11), "
obscure,SENP6,A,1,B,0,True,0,"The gene SENP6 encodes a deSUMOylating enzyme that specifically targets SUMO1-conjugated proteins, playing a critical role in regulating SUMOylation dynamics. SUMOylation is a post-translational modification that modulates protein stability, localization, and activity, with implications in DNA repai"
obscure,SEPHS2,A,1,B,0,True,0,"The gene SEPHS2 encodes a bifunctional enzyme involved in the synthesis of cystathionine and homocysteine, key intermediates in the transsulfuration pathway. This pathway is critical for maintaining sulfur amino acid homeostasis, detoxifying homocysteine, and generating glutathione, a major antioxid"
obscure,SERPINB10,B,0,B,1,True,0,"The gene SERPINB10 encodes a serine protease inhibitor with potential roles in immune regulation and tissue homeostasis. Its interaction with SERPINB1, a well-characterized anti-inflammatory protease inhibitor, suggests functional redundancy in protease inhibition pathways. SERPINB10's physical and "
obscure,SPATS2,A,1,B,0,True,0,"SPATS2 encodes a protein critical for oocyte meiotic spindle assembly and chromosome segregation, functioning in the cytoskeleton and microtubule organization pathways. Its interaction with SPATA17 and SPATA15 suggests a role in the SPATA subfamily of microtubule-associated proteins, which are essen"
obscure,SPMIP3,A,1,B,0,True,0,"The gene SPMIP3 encodes a synaptic membrane-associated protein with immunophilin-like domains, localized to the plasma membrane and synaptic vesicles. Its molecular functions include protein binding and phosphatase binding, suggesting roles in synaptic signaling or membrane organization. Interaction"
obscure,SYT9,B,0,B,1,True,0,"The SYT9 gene encodes a presynaptic calcium channel critical for neurotransmitter release, particularly in sensory neurons. Its functional partners (e.g., SYNGR1, SYNGR2, STX1A) and interaction network highlight its role in synaptic vesicle fusion and neuromuscular transmission. While SYT9 is predom"
obscure,TAS2R103,B,0,B,1,True,0,"The taste receptor gene TAS2R103 encodes a bitter taste receptor that detects specific bitter compounds. While taste perception influences dietary choices and can indirectly affect health, the gene's role in survival is likely limited to contexts where bitter compound avoidance directly impacts toxi"
obscure,TAT,A,1,B,0,True,0,"The TAT gene encodes a transmembrane protein with roles in cell adhesion and signaling, particularly in neural and immune tissues. Its interaction with CDKN1A (p21) and CDKN2A (p16) suggests involvement in cell cycle regulation and senescence pathways. Loss of TAT may disrupt these interactions, pot"
obscure,TCEAL3,B,0,B,1,True,0,"The gene TCEAL3 encodes a testis-specific RNA-binding protein involved in germ cell development and spermatogenesis. Its molecular functions include RNA binding and RNA helicase activity, suggesting roles in post-transcriptional regulation of germ cell-specific transcripts. The protein interacts wit"
obscure,TMCO2,B,0,B,1,True,0,"The TMCO2 gene encodes a transmembrane calcium sensor protein with endoplasmic reticulum (ER) localization, implicated in calcium homeostasis and ER stress responses. Its molecular functions include calcium ion binding and ER stress response regulation, while its biological processes involve ER calc"
obscure,TMED6,B,0,B,1,True,0,"The TMED6 gene encodes a transmembrane component of the COPII vesicle coat complex, which is critical for ER-to-Golgi protein transport. Its interaction with SEC31A and SEC24C suggests a role in assembling COPII vesicles, a process essential for secretory pathway function. Loss of TMED6 would disrup"
obscure,TMEM184B,A,1,B,0,True,0,"The gene TMEM184B encodes a transmembrane protein of unknown function, with no established connections to aging pathways, DNA repair, or stress response. Its classification as a transmembrane protein suggests a structural or signaling role, but the absence of functional annotations or disease associ"
obscure,TMX2,A,1,B,0,True,0,"The gene TMX2 encodes a transmembrane protein with predicted endoplasmic reticulum (ER) localization, containing a transmembrane domain and a C-terminal ER retention signal. Its molecular function is classified as ""unknown,"" but its presence in the ER suggests a potential role in protein folding, st"
obscure,TPD52L1,B,0,B,1,True,0,"The gene TPD52L1 encodes a protein with a predicted role in DNA repair, specifically in the non-homologous end joining (NHEJ) pathway, which is critical for repairing double-strand breaks. Its interaction with TP53, a central regulator of DNA damage responses and apoptosis, suggests that TPD52L1 may"
obscure,UGT2A1,B,0,B,1,True,0,"The gene UGT2A1 encodes a UDP-glucuronosyltransferase enzyme critical for xenobiotic metabolism and detoxification. Its molecular function involves catalyzing glucuronidation reactions, which neutralize toxic compounds by enhancing their water solubility for excretion. This activity is essential for"
obscure,USB1,A,1,B,0,True,0,"The gene USB1 encodes a zinc finger protein with E3 ubiquitin ligase activity, functioning as a substrate adaptor for the CUL5-RBX1 E3 complex. Its interactions with CUL5, RBX1, and other ubiquitin pathway components suggest a role in protein degradation, potentially targeting specific substrates fo"
obscure,ZC3H7A,B,0,B,1,True,0,"ZC3H7A encodes a zinc finger protein with RNA-binding domains, suggesting roles in RNA processing or stress responses. Its interaction with RNF144B (a ubiquitin ligase) and proximity to genes like RNF144B and RNF144A imply involvement in protein quality control or stress-induced ubiquitination pathw"
